Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
4071,Exit short,2026-01-15 07:50,$ STOP,25909,1,51775.5,-43.74,-0.08,33.38,0.06,-52.12,-0.10,-9237.16,-92.37
4071,Entry short,2026-01-15 07:39,DCA S [C],25887.75,1,51775.5,-43.74,-0.08,33.38,0.06,-52.12,-0.10,-9237.16,-92.37
4072,Exit short,2026-01-15 07:50,$ STOP,25909,1,51785.5,-33.74,-0.07,0.38,0.00,-42.12,-0.08,-9270.28,-92.70
4072,Entry short,2026-01-15 07:45,DCA S [C],25892.75,1,51785.5,-33.74,-0.07,0.38,0.00,-42.12,-0.08,-9270.28,-92.70
4073,Exit short,2026-01-15 08:14,TP,25902.25,1,51826,20.26,0.04,20.88,0.04,-16.62,-0.03,-9250.64,-92.51
4073,Entry short,2026-01-15 08:06,DCA S [C],25913,1,51826,20.26,0.04,20.88,0.04,-16.62,-0.03,-9250.64,-92.51
4074,Exit short,2026-01-15 08:14,TP,25902.25,1,51823.5,17.76,0.03,18.38,0.04,-12.12,-0.02,-9232.26,-92.32
4074,Entry short,2026-01-15 08:07,DCA S [C],25911.75,1,51823.5,17.76,0.03,18.38,0.04,-12.12,-0.02,-9232.26,-92.32
4075,Exit short,2026-01-15 08:30,TP,25921.5,1,51851.5,7.26,0.01,7.88,0.02,-55.12,-0.11,-9225.62,-92.26
4075,Entry short,2026-01-15 08:23,DCA S [C],25925.75,1,51851.5,7.26,0.01,7.88,0.02,-55.12,-0.11,-9225.62,-92.26
4076,Exit short,2026-01-15 08:30,TP,25921.5,1,51874.5,30.26,0.06,30.88,0.06,-32.12,-0.06,-9194.74,-91.95
4076,Entry short,2026-01-15 08:25,DCA S [C],25937.25,1,51874.5,30.26,0.06,30.88,0.06,-32.12,-0.06,-9194.74,-91.95
4077,Exit long,2026-01-15 08:40,TP,25896,1,51779.5,11.26,0.02,13.88,0.03,-74.12,-0.14,-9184.1,-91.84
4077,Entry long,2026-01-15 08:35,DCA L [C],25889.75,1,51779.5,11.26,0.02,13.88,0.03,-74.12,-0.14,-9184.1,-91.84
4078,Exit long,2026-01-15 08:40,TP,25896,1,51764,26.76,0.05,29.38,0.06,-58.62,-0.11,-9156.72,-91.57
4078,Entry long,2026-01-15 08:36,DCA L [C],25882,1,51764,26.76,0.05,29.38,0.06,-58.62,-0.11,-9156.72,-91.57
4079,Exit short,2026-01-15 08:47,TP,25895,1,51810,18.76,0.04,19.38,0.04,-39.12,-0.08,-9137.96,-91.38
4079,Entry short,2026-01-15 08:46,DCA S [C],25905,1,51810,18.76,0.04,19.38,0.04,-39.12,-0.08,-9137.96,-91.38
4080,Exit long,2026-01-15 08:53,TP,25864.5,1,51709,18.76,0.04,33.88,0.07,-20.12,-0.04,-9119.2,-91.19
4080,Entry long,2026-01-15 08:52,DCA L [C],25854.5,1,51709,18.76,0.04,33.88,0.07,-20.12,-0.04,-9119.2,-91.19
4081,Exit long,2026-01-15 09:09,TP,25862,1,51698,24.76,0.05,40.38,0.08,-4.62,-0.01,-9094.44,-90.94
4081,Entry long,2026-01-15 09:08,DCA L [C],25849,1,51698,24.76,0.05,40.38,0.08,-4.62,-0.01,-9094.44,-90.94
4082,Exit short,2026-01-15 09:42,TP,25903.75,1,51824.5,15.76,0.03,43.38,0.08,-27.62,-0.05,-9079.3,-90.79
4082,Entry short,2026-01-15 09:36,DCA S [C],25912.25,1,51824.5,15.76,0.03,43.38,0.08,-27.62,-0.05,-9079.3,-90.79
4083,Exit short,2026-01-15 09:42,TP,25903.75,1,51831.5,22.76,0.04,50.38,0.10,-16.12,-0.03,-9055.92,-90.56
4083,Entry short,2026-01-15 09:38,DCA S [C],25915.75,1,51831.5,22.76,0.04,50.38,0.10,-16.12,-0.03,-9055.92,-90.56
4084,Exit long,2026-01-15 09:48,TP,25846,1,51656.5,34.26,0.07,40.88,0.08,-5.12,-0.01,-9021.66,-90.22
4084,Entry long,2026-01-15 09:47,DCA L [C],25828.25,1,51656.5,34.26,0.07,40.88,0.08,-5.12,-0.01,-9021.66,-90.22
4085,Exit long,2026-01-15 09:56,TP,25838,1,51649.5,25.26,0.05,31.88,0.06,-43.12,-0.08,-8997.02,-89.97
4085,Entry long,2026-01-15 09:51,DCA L [C],25824.75,1,51649.5,25.26,0.05,31.88,0.06,-43.12,-0.08,-8997.02,-89.97
4086,Exit long,2026-01-15 09:56,TP,25838,1,51656.5,18.26,0.04,24.88,0.05,-50.12,-0.10,-8978.14,-89.78
4086,Entry long,2026-01-15 09:52,DCA L [C],25828.25,1,51656.5,18.26,0.04,24.88,0.05,-50.12,-0.10,-8978.14,-89.78
4087,Exit short,2026-01-15 10:27,TP,25901,1,51807.5,4.26,0.01,6.88,0.01,-56.62,-0.11,-8974.5,-89.74
4087,Entry short,2026-01-15 10:19,DCA S [C],25903.75,1,51807.5,4.26,0.01,6.88,0.01,-56.62,-0.11,-8974.5,-89.74
4088,Exit short,2026-01-15 10:27,TP,25901,1,51836.5,33.26,0.06,33.88,0.07,-27.62,-0.05,-8940.62,-89.41
4088,Entry short,2026-01-15 10:22,DCA S [C],25918.25,1,51836.5,33.26,0.06,33.88,0.07,-27.62,-0.05,-8940.62,-89.41
4089,Exit long,2026-01-15 10:37,TP,25904.75,1,51789.5,18.76,0.04,19.38,0.04,-7.62,-0.01,-8921.86,-89.22
4089,Entry long,2026-01-15 10:36,DCA L [C],25894.75,1,51789.5,18.76,0.04,19.38,0.04,-7.62,-0.01,-8921.86,-89.22
4090,Exit short,2026-01-15 10:53,TP,25922.25,1,51864.5,18.76,0.04,19.38,0.04,-4.62,-0.01,-8903.1,-89.03
4090,Entry short,2026-01-15 10:52,DCA S [C],25932.25,1,51864.5,18.76,0.04,19.38,0.04,-4.62,-0.01,-8903.1,-89.03
4091,Exit long,2026-01-15 11:59,$ STOP,25856.75,1,51806,-93.74,-0.18,13.38,0.03,-97.62,-0.19,-8998.7,-89.99
4091,Entry long,2026-01-15 11:16,DCA L [C],25903,1,51806,-93.74,-0.18,13.38,0.03,-97.62,-0.19,-8998.7,-89.99
4092,Exit long,2026-01-15 11:59,$ STOP,25856.75,1,51800.5,-88.24,-0.17,18.88,0.04,-92.12,-0.18,-9086.32,-90.86
4092,Entry long,2026-01-15 11:17,DCA L [C],25900.25,1,51800.5,-88.24,-0.17,18.88,0.04,-92.12,-0.18,-9086.32,-90.86
4093,Exit long,2026-01-15 11:59,$ STOP,25856.75,1,51797,-84.74,-0.16,7.38,0.01,-88.62,-0.17,-9170.44,-91.70
4093,Entry long,2026-01-15 11:27,DCA L [C],25898.5,1,51797,-84.74,-0.16,7.38,0.01,-88.62,-0.17,-9170.44,-91.70
4094,Exit long,2026-01-15 11:59,$ STOP,25856.75,1,51736.5,-24.24,-0.05,52.38,0.10,-28.12,-0.05,-9194.06,-91.94
4094,Entry long,2026-01-15 11:33,DCA L [C],25868.25,1,51736.5,-24.24,-0.05,52.38,0.10,-28.12,-0.05,-9194.06,-91.94
4095,Exit short,2026-01-15 12:38,TP,25887.25,1,51793,17.26,0.03,17.88,0.03,-29.62,-0.06,-9177.42,-91.77
4095,Entry short,2026-01-15 12:31,DCA S [C],25896.5,1,51793,17.26,0.03,17.88,0.03,-29.62,-0.06,-9177.42,-91.77
4096,Exit short,2026-01-15 12:38,TP,25887.25,1,51796,20.26,0.04,20.88,0.04,-26.62,-0.05,-9156.54,-91.57
4096,Entry short,2026-01-15 12:32,DCA S [C],25898,1,51796,20.26,0.04,20.88,0.04,-26.62,-0.05,-9156.54,-91.57
4097,Exit long,2026-01-15 13:26,$ STOP,25814.25,1,51773,-145.74,-0.28,14.38,0.03,-145.12,-0.28,-9302.9,-93.03
4097,Entry long,2026-01-15 12:52,DCA L [C],25886.5,1,51773,-145.74,-0.28,14.38,0.03,-145.12,-0.28,-9302.9,-93.03
4098,Exit long,2026-01-15 13:26,$ STOP,25814.25,1,51744,-116.74,-0.23,6.88,0.01,-116.12,-0.22,-9419.02,-94.19
4098,Entry long,2026-01-15 13:01,DCA L [C],25872,1,51744,-116.74,-0.23,6.88,0.01,-116.12,-0.22,-9419.02,-94.19
4099,Exit long,2026-01-15 14:54,TP,25711.75,1,51403.5,18.76,0.04,19.38,0.04,-27.62,-0.05,-9400.26,-94.00
4099,Entry long,2026-01-15 14:51,DCA L [C],25701.75,1,51403.5,18.76,0.04,19.38,0.04,-27.62,-0.05,-9400.26,-94.00
4100,Exit short,2026-01-15 15:12,TP,25706.25,1,51432.5,18.76,0.04,19.38,0.04,-14.12,-0.03,-9381.5,-93.81
4100,Entry short,2026-01-15 15:01,DCA S [C],25716.25,1,51432.5,18.76,0.04,19.38,0.04,-14.12,-0.03,-9381.5,-93.81
4101,Exit short,2026-01-16 01:32,TP,25816.25,1,51652.5,18.76,0.04,19.38,0.04,-5.62,-0.01,-9362.74,-93.63
4101,Entry short,2026-01-16 01:26,DCA S [C],25826.25,1,51652.5,18.76,0.04,19.38,0.04,-5.62,-0.01,-9362.74,-93.63
4102,Exit long,2026-01-16 01:43,TP,25822,1,51624,18.76,0.04,19.38,0.04,-8.12,-0.02,-9343.98,-93.44
4102,Entry long,2026-01-16 01:35,DCA L [C],25812,1,51624,18.76,0.04,19.38,0.04,-8.12,-0.02,-9343.98,-93.44
4103,Exit short,2026-01-16 02:21,TP,25823,1,51656,8.76,0.02,9.88,0.02,-35.62,-0.07,-9337.08,-93.37
4103,Entry short,2026-01-16 01:46,DCA S [C],25828,1,51656,8.76,0.02,9.88,0.02,-35.62,-0.07,-9337.08,-93.37
4104,Exit short,2026-01-16 02:21,TP,25823,1,51651.5,4.26,0.01,5.38,0.01,-40.12,-0.08,-9332.2,-93.32
4104,Entry short,2026-01-16 01:47,DCA S [C],25825.75,1,51651.5,4.26,0.01,5.38,0.01,-40.12,-0.08,-9332.2,-93.32
4105,Exit short,2026-01-16 02:21,TP,25823,1,51672.5,25.26,0.05,26.38,0.05,-19.12,-0.04,-9306.32,-93.06
4105,Entry short,2026-01-16 01:53,DCA S [C],25836.25,1,51672.5,25.26,0.05,26.38,0.05,-19.12,-0.04,-9306.32,-93.06
4106,Exit short,2026-01-16 02:21,TP,25823,1,51684,36.76,0.07,37.38,0.07,-7.62,-0.01,-9268.94,-92.69
4106,Entry short,2026-01-16 02:02,DCA S [C],25842,1,51684,36.76,0.07,37.38,0.07,-7.62,-0.01,-9268.94,-92.69
4107,Exit long,2026-01-16 02:48,TP,25820.25,1,51630,9.26,0.02,15.88,0.03,-40.12,-0.08,-9260.92,-92.61
4107,Entry long,2026-01-16 02:24,DCA L [C],25815,1,51630,9.26,0.02,15.88,0.03,-40.12,-0.08,-9260.92,-92.61
4108,Exit long,2026-01-16 02:48,TP,25820.25,1,51625,14.26,0.03,14.88,0.03,-35.12,-0.07,-9246.04,-92.46
4108,Entry long,2026-01-16 02:35,DCA L [C],25812.5,1,51625,14.26,0.03,14.88,0.03,-35.12,-0.07,-9246.04,-92.46
4109,Exit long,2026-01-16 02:48,TP,25820.25,1,51606,33.26,0.06,33.88,0.07,-16.12,-0.03,-9212.16,-92.12
4109,Entry long,2026-01-16 02:41,DCA L [C],25803,1,51606,33.26,0.06,33.88,0.07,-16.12,-0.03,-9212.16,-92.12
4110,Exit short,2026-01-16 02:58,TP,25814.5,1,51642.5,12.26,0.02,12.88,0.02,-27.62,-0.05,-9200.52,-92.01
4110,Entry short,2026-01-16 02:52,DCA S [C],25821.25,1,51642.5,12.26,0.02,12.88,0.02,-27.62,-0.05,-9200.52,-92.01
4111,Exit short,2026-01-16 02:58,TP,25814.5,1,51655.5,25.26,0.05,25.88,0.05,-14.62,-0.03,-9174.64,-91.75
4111,Entry short,2026-01-16 02:54,DCA S [C],25827.75,1,51655.5,25.26,0.05,25.88,0.05,-14.62,-0.03,-9174.64,-91.75
4112,Exit short,2026-01-16 03:17,TP,25824.5,1,51664,13.76,0.03,14.38,0.03,-16.12,-0.03,-9161.5,-91.61
4112,Entry short,2026-01-16 03:05,DCA S [C],25832,1,51664,13.76,0.03,14.38,0.03,-16.12,-0.03,-9161.5,-91.61
4113,Exit short,2026-01-16 03:17,TP,25824.5,1,51674,23.76,0.05,24.38,0.05,-3.62,-0.01,-9137.12,-91.37
4113,Entry short,2026-01-16 03:06,DCA S [C],25837,1,51674,23.76,0.05,24.38,0.05,-3.62,-0.01,-9137.12,-91.37
4114,Exit long,2026-01-16 03:26,TP,25830.5,1,51641,18.76,0.04,19.38,0.04,-2.62,-0.01,-9118.36,-91.18
4114,Entry long,2026-01-16 03:22,DCA L [C],25820.5,1,51641,18.76,0.04,19.38,0.04,-2.62,-0.01,-9118.36,-91.18
4115,Exit short,2026-01-16 03:35,TP,25828.5,1,51677,18.76,0.04,19.38,0.04,-8.62,-0.02,-9100.22,-91.00
4115,Entry short,2026-01-16 03:30,DCA S [C],25838.5,1,51677,18.76,0.04,19.38,0.04,-8.62,-0.02,-9100.22,-91.00
4116,Exit short,2026-01-16 03:35,TP,25828.5,1,51677,18.76,0.04,19.38,0.04,-7.62,-0.01,-9080.84,-90.81
4116,Entry short,2026-01-16 03:31,DCA S [C],25838.5,1,51677,18.76,0.04,19.38,0.04,-7.62,-0.01,-9080.84,-90.81
4117,Exit long,2026-01-16 04:13,TP,25829.5,1,51645.5,12.26,0.02,16.88,0.03,-26.12,-0.05,-9070.44,-90.70
4117,Entry long,2026-01-16 03:53,DCA L [C],25822.75,1,51645.5,12.26,0.02,16.88,0.03,-26.12,-0.05,-9070.44,-90.70
4118,Exit long,2026-01-16 04:13,TP,25829.5,1,51650.5,7.26,0.01,11.88,0.02,-31.12,-0.06,-9062.56,-90.63
4118,Entry long,2026-01-16 03:54,DCA L [C],25825.25,1,51650.5,7.26,0.01,11.88,0.02,-31.12,-0.06,-9062.56,-90.63
4119,Exit long,2026-01-16 04:13,TP,25829.5,1,51633,24.76,0.05,29.38,0.06,-13.62,-0.03,-9037.18,-90.37
4119,Entry long,2026-01-16 04:00,DCA L [C],25816.5,1,51633,24.76,0.05,29.38,0.06,-13.62,-0.03,-9037.18,-90.37
4120,Exit long,2026-01-16 04:13,TP,25829.5,1,51626,31.76,0.06,36.38,0.07,-6.62,-0.01,-9004.8,-90.05
4120,Entry long,2026-01-16 04:09,DCA L [C],25813,1,51626,31.76,0.06,36.38,0.07,-6.62,-0.01,-9004.8,-90.05
4121,Exit short,2026-01-16 05:20,$ STOP,25870,1,51667,-74.24,-0.14,8.88,0.02,-73.62,-0.14,-9082.14,-90.82
4121,Entry short,2026-01-16 04:19,DCA S [C],25833.5,1,51667,-74.24,-0.14,8.88,0.02,-73.62,-0.14,-9082.14,-90.82
4122,Exit short,2026-01-16 05:20,$ STOP,25870,1,51679.5,-61.74,-0.12,5.88,0.01,-61.12,-0.12,-9143.26,-91.43
4122,Entry short,2026-01-16 04:28,DCA S [C],25839.75,1,51679.5,-61.74,-0.12,5.88,0.01,-61.12,-0.12,-9143.26,-91.43
4123,Exit short,2026-01-16 05:20,$ STOP,25870,1,51697,-44.24,-0.09,10.88,0.02,-43.62,-0.08,-9186.88,-91.87
4123,Entry short,2026-01-16 04:34,DCA S [C],25848.5,1,51697,-44.24,-0.09,10.88,0.02,-43.62,-0.08,-9186.88,-91.87
4124,Exit short,2026-01-16 05:20,$ STOP,25870,1,51699,-42.24,-0.08,4.88,0.01,-41.62,-0.08,-9228.5,-92.28
4124,Entry short,2026-01-16 04:40,DCA S [C],25849.5,1,51699,-42.24,-0.08,4.88,0.01,-41.62,-0.08,-9228.5,-92.28
4125,Exit short,2026-01-16 05:20,$ STOP,25870,1,51717,-24.24,-0.05,22.88,0.04,-23.62,-0.05,-9252.12,-92.52
4125,Entry short,2026-01-16 04:46,DCA S [C],25858.5,1,51717,-24.24,-0.05,22.88,0.04,-23.62,-0.05,-9252.12,-92.52
4126,Exit short,2026-01-16 05:20,$ STOP,25870,1,51725,-16.24,-0.03,0,0.00,-15.62,-0.03,-9267.74,-92.68
4126,Entry short,2026-01-16 05:17,DCA S [C],25862.5,1,51725,-16.24,-0.03,0,0.00,-15.62,-0.03,-9267.74,-92.68
4127,Exit short,2026-01-16 05:34,TP,25859.5,1,51739,18.76,0.04,19.38,0.04,-6.62,-0.01,-9248.98,-92.49
4127,Entry short,2026-01-16 05:23,DCA S [C],25869.5,1,51739,18.76,0.04,19.38,0.04,-6.62,-0.01,-9248.98,-92.49
4128,Exit long,2026-01-16 06:45,TP,25849.5,1,51703,-5.24,-0.01,2.38,0.00,-63.12,-0.12,-9256.08,-92.56
4128,Entry long,2026-01-16 05:45,DCA L [C],25851.5,1,51703,-5.24,-0.01,2.38,0.00,-63.12,-0.12,-9256.08,-92.56
4129,Exit long,2026-01-16 06:45,TP,25849.5,1,51690,7.76,0.02,8.38,0.02,-50.12,-0.10,-9247.7,-92.48
4129,Entry long,2026-01-16 05:46,DCA L [C],25845,1,51690,7.76,0.02,8.38,0.02,-50.12,-0.10,-9247.7,-92.48
4130,Exit long,2026-01-16 06:45,TP,25849.5,1,51675,22.76,0.04,23.38,0.05,-35.12,-0.07,-9224.32,-92.24
4130,Entry long,2026-01-16 05:55,DCA L [C],25837.5,1,51675,22.76,0.04,23.38,0.05,-35.12,-0.07,-9224.32,-92.24
4131,Exit long,2026-01-16 06:45,TP,25849.5,1,51648,49.76,0.10,50.38,0.10,-8.12,-0.02,-9173.94,-91.74
4131,Entry long,2026-01-16 06:25,DCA L [C],25824,1,51648,49.76,0.10,50.38,0.10,-8.12,-0.02,-9173.94,-91.74
4132,Exit long,2026-01-16 07:00,TP,25830.75,1,51636,24.26,0.05,26.38,0.05,-25.12,-0.05,-9150.3,-91.50
4132,Entry long,2026-01-16 06:55,DCA L [C],25818,1,51636,24.26,0.05,26.38,0.05,-25.12,-0.05,-9150.3,-91.50
4133,Exit long,2026-01-16 07:00,TP,25830.75,1,51628.5,31.76,0.06,33.88,0.07,-6.12,-0.01,-9117.92,-91.18
4133,Entry long,2026-01-16 06:56,DCA L [C],25814.25,1,51628.5,31.76,0.06,33.88,0.07,-6.12,-0.01,-9117.92,-91.18
4134,Exit long,2026-01-16 07:29,TP,25821.75,1,51617,25.26,0.05,35.88,0.07,-14.12,-0.03,-9093.28,-90.93
4134,Entry long,2026-01-16 07:21,DCA L [C],25808.5,1,51617,25.26,0.05,35.88,0.07,-14.12,-0.03,-9093.28,-90.93
4135,Exit long,2026-01-16 07:29,TP,25821.75,1,51615.5,26.76,0.05,37.38,0.07,-4.12,-0.01,-9065.9,-90.66
4135,Entry long,2026-01-16 07:25,DCA L [C],25807.75,1,51615.5,26.76,0.05,37.38,0.07,-4.12,-0.01,-9065.9,-90.66
4136,Exit short,2026-01-16 07:34,TP,25823,1,51666,18.76,0.04,19.38,0.04,-9.12,-0.02,-9047.14,-90.47
4136,Entry short,2026-01-16 07:32,DCA S [C],25833,1,51666,18.76,0.04,19.38,0.04,-9.12,-0.02,-9047.14,-90.47
4137,Exit short,2026-01-16 08:31,$ STOP,25883.75,1,51660,-108.74,-0.21,15.38,0.03,-113.62,-0.22,-9157.74,-91.58
4137,Entry short,2026-01-16 08:02,DCA S [C],25830,1,51660,-108.74,-0.21,15.38,0.03,-113.62,-0.22,-9157.74,-91.58
4138,Exit short,2026-01-16 08:31,$ STOP,25883.75,1,51679.5,-89.24,-0.17,19.38,0.04,-94.12,-0.18,-9246.36,-92.46
4138,Entry short,2026-01-16 08:17,DCA S [C],25839.75,1,51679.5,-89.24,-0.17,19.38,0.04,-94.12,-0.18,-9246.36,-92.46
4139,Exit short,2026-01-16 08:31,$ STOP,25883.75,1,51702.5,-66.24,-0.13,42.38,0.08,-71.12,-0.14,-9311.98,-93.12
4139,Entry short,2026-01-16 08:23,DCA S [C],25851.25,1,51702.5,-66.24,-0.13,42.38,0.08,-71.12,-0.14,-9311.98,-93.12
4140,Exit short,2026-01-16 08:31,$ STOP,25883.75,1,51718.5,-50.24,-0.10,45.38,0.09,-55.12,-0.11,-9361.6,-93.62
4140,Entry short,2026-01-16 08:29,DCA S [C],25859.25,1,51718.5,-50.24,-0.10,45.38,0.09,-55.12,-0.11,-9361.6,-93.62
4141,Exit long,2026-01-16 08:56,$ STOP,25765.5,1,51643,-113.24,-0.22,62.38,0.12,-114.12,-0.22,-9476.08,-94.76
4141,Entry long,2026-01-16 08:45,DCA L [C],25821.5,1,51643,-113.24,-0.22,62.38,0.12,-114.12,-0.22,-9476.08,-94.76
4142,Exit long,2026-01-16 08:56,$ STOP,25765.5,1,51669.5,-139.74,-0.27,18.38,0.04,-140.62,-0.27,-9615.2,-96.15
4142,Entry long,2026-01-16 08:46,DCA L [C],25834.75,1,51669.5,-139.74,-0.27,18.38,0.04,-140.62,-0.27,-9615.2,-96.15
4143,Exit long,2026-01-16 08:56,$ STOP,25765.5,1,51619,-89.24,-0.17,5.88,0.01,-90.12,-0.17,-9703.82,-97.04
4143,Entry long,2026-01-16 08:53,DCA L [C],25809.5,1,51619,-89.24,-0.17,5.88,0.01,-90.12,-0.17,-9703.82,-97.04
4144,Exit long,2026-01-16 09:04,TP,25750.75,1,51502.5,-2.24,0.00,9.38,0.02,-81.12,-0.16,-9706.68,-97.07
4144,Entry long,2026-01-16 08:59,DCA L [C],25751.25,1,51502.5,-2.24,0.00,9.38,0.02,-81.12,-0.16,-9706.68,-97.07
4145,Exit long,2026-01-16 09:04,TP,25750.75,1,51460,40.26,0.08,40.88,0.08,-38.62,-0.08,-9665.8,-96.66
4145,Entry long,2026-01-16 09:00,DCA L [C],25730,1,51460,40.26,0.08,40.88,0.08,-38.62,-0.08,-9665.8,-96.66
4146,Exit short,2026-01-16 10:15,TP,25687,1,51385,9.76,0.02,32.38,0.06,-26.62,-0.05,-9656.66,-96.57
4146,Entry short,2026-01-16 10:10,DCA S [C],25692.5,1,51385,9.76,0.02,32.38,0.06,-26.62,-0.05,-9656.66,-96.57
4147,Exit short,2026-01-16 10:15,TP,25687,1,51403,27.76,0.05,50.38,0.10,-8.12,-0.02,-9628.28,-96.28
4147,Entry short,2026-01-16 10:11,DCA S [C],25701.5,1,51403,27.76,0.05,50.38,0.10,-8.12,-0.02,-9628.28,-96.28
4148,Exit short,2026-01-16 10:26,TP,25695,1,51419,27.76,0.05,35.38,0.07,-20.12,-0.04,-9601.14,-96.01
4148,Entry short,2026-01-16 10:21,DCA S [C],25709.5,1,51419,27.76,0.05,35.38,0.07,-20.12,-0.04,-9601.14,-96.01
4149,Exit short,2026-01-16 10:26,TP,25695,1,51430.5,39.26,0.08,46.88,0.09,-8.62,-0.02,-9561.26,-95.61
4149,Entry short,2026-01-16 10:22,DCA S [C],25715.25,1,51430.5,39.26,0.08,46.88,0.09,-8.62,-0.02,-9561.26,-95.61
4150,Exit short,2026-01-16 10:55,TP,25717.75,1,51431.5,-5.24,-0.01,3.38,0.01,-75.62,-0.15,-9567.74,-95.68
4150,Entry short,2026-01-16 10:30,DCA S [C],25715.75,1,51431.5,-5.24,-0.01,3.38,0.01,-75.62,-0.15,-9567.74,-95.68
4151,Exit short,2026-01-16 10:55,TP,25717.75,1,51460.5,23.76,0.05,32.38,0.06,-46.62,-0.09,-9543.36,-95.43
4151,Entry short,2026-01-16 10:31,DCA S [C],25730.25,1,51460.5,23.76,0.05,32.38,0.06,-46.62,-0.09,-9543.36,-95.43
4152,Exit short,2026-01-16 10:55,TP,25717.75,1,51475.5,38.76,0.08,39.38,0.08,-31.62,-0.06,-9503.98,-95.04
4152,Entry short,2026-01-16 10:43,DCA S [C],25737.75,1,51475.5,38.76,0.08,39.38,0.08,-31.62,-0.06,-9503.98,-95.04
4153,Exit long,2026-01-16 11:36,TP,25703,1,51375.5,29.26,0.06,38.38,0.07,-19.62,-0.04,-9475.34,-94.75
4153,Entry long,2026-01-16 11:31,DCA L [C],25687.75,1,51375.5,29.26,0.06,38.38,0.07,-19.62,-0.04,-9475.34,-94.75
4154,Exit long,2026-01-16 11:36,TP,25703,1,51378,26.76,0.05,35.88,0.07,-11.12,-0.02,-9447.96,-94.48
4154,Entry long,2026-01-16 11:32,DCA L [C],25689,1,51378,26.76,0.05,35.88,0.07,-11.12,-0.02,-9447.96,-94.48
4155,Exit long,2026-01-16 11:48,TP,25696.5,1,51373,18.76,0.04,19.38,0.04,-6.12,-0.01,-9429.2,-94.29
4155,Entry long,2026-01-16 11:47,DCA L [C],25686.5,1,51373,18.76,0.04,19.38,0.04,-6.12,-0.01,-9429.2,-94.29
4156,Exit long,2026-01-16 11:56,TP,25686,1,51352,18.76,0.04,19.38,0.04,-7.12,-0.01,-9410.44,-94.10
4156,Entry long,2026-01-16 11:53,DCA L [C],25676,1,51352,18.76,0.04,19.38,0.04,-7.12,-0.01,-9410.44,-94.10
4157,Exit long,2026-01-16 12:04,TP,25679.5,1,51354.5,3.26,0.01,5.88,0.01,-47.12,-0.09,-9407.8,-94.08
4157,Entry long,2026-01-16 11:59,DCA L [C],25677.25,1,51354.5,3.26,0.01,5.88,0.01,-47.12,-0.09,-9407.8,-94.08
4158,Exit long,2026-01-16 12:04,TP,25679.5,1,51323,34.76,0.07,35.38,0.07,-15.62,-0.03,-9372.42,-93.72
4158,Entry long,2026-01-16 12:00,DCA L [C],25661.5,1,51323,34.76,0.07,35.38,0.07,-15.62,-0.03,-9372.42,-93.72
4159,Exit short,2026-01-16 13:06,$ STOP,25746.75,1,51390,-104.74,-0.20,13.88,0.03,-104.12,-0.20,-9479.02,-94.79
4159,Entry short,2026-01-16 12:11,DCA S [C],25695,1,51390,-104.74,-0.20,13.88,0.03,-104.12,-0.20,-9479.02,-94.79
4160,Exit short,2026-01-16 13:06,$ STOP,25746.75,1,51417,-77.74,-0.15,3.38,0.01,-77.12,-0.15,-9556.14,-95.56
4160,Entry short,2026-01-16 12:18,DCA S [C],25708.5,1,51417,-77.74,-0.15,3.38,0.01,-77.12,-0.15,-9556.14,-95.56
4161,Exit short,2026-01-16 13:06,$ STOP,25746.75,1,51438,-56.74,-0.11,23.38,0.05,-56.12,-0.11,-9612.26,-96.12
4161,Entry short,2026-01-16 12:27,DCA S [C],25719,1,51438,-56.74,-0.11,23.38,0.05,-56.12,-0.11,-9612.26,-96.12
4162,Exit short,2026-01-16 13:06,$ STOP,25746.75,1,51477,-17.74,-0.03,0.38,0.00,-17.12,-0.03,-9629.38,-96.29
4162,Entry short,2026-01-16 13:05,DCA S [C],25738.5,1,51477,-17.74,-0.03,0.38,0.00,-17.12,-0.03,-9629.38,-96.29
4163,Exit long,2026-01-16 13:39,TP,25711,1,51412,8.76,0.02,9.38,0.02,-67.62,-0.13,-9621.24,-96.21
4163,Entry long,2026-01-16 13:14,DCA L [C],25706,1,51412,8.76,0.02,9.38,0.02,-67.62,-0.13,-9621.24,-96.21
4164,Exit long,2026-01-16 13:39,TP,25711,1,51391.5,29.26,0.06,29.88,0.06,-47.12,-0.09,-9591.36,-95.91
4164,Entry long,2026-01-16 13:15,DCA L [C],25695.75,1,51391.5,29.26,0.06,29.88,0.06,-47.12,-0.09,-9591.36,-95.91
4165,Exit long,2026-01-16 14:38,TP,25719.5,1,51419,18.76,0.04,19.38,0.04,-25.12,-0.05,-9572.6,-95.73
4165,Entry long,2026-01-16 14:31,DCA L [C],25709.5,1,51419,18.76,0.04,19.38,0.04,-25.12,-0.05,-9572.6,-95.73
4166,Exit long,2026-01-16 14:49,TP,25704.5,1,51389,18.76,0.04,20.88,0.04,-2.62,-0.01,-9553.84,-95.54
4166,Entry long,2026-01-16 14:47,DCA L [C],25694.5,1,51389,18.76,0.04,20.88,0.04,-2.62,-0.01,-9553.84,-95.54
