Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
7128,Exit short,2026-03-26 07:30,TP,24126.5,1,48275,20.76,0.04,21.38,0.04,-21.62,-0.04,-6888.34,-68.88
7128,Entry short,2026-03-26 07:12,DCA S [C],24137.5,1,48275,20.76,0.04,21.38,0.04,-21.62,-0.04,-6888.34,-68.88
7129,Exit short,2026-03-26 07:30,TP,24126.5,1,48271.5,17.26,0.04,17.88,0.04,-25.12,-0.05,-6870.46,-68.70
7129,Entry short,2026-03-26 07:13,DCA S [C],24135.75,1,48271.5,17.26,0.04,17.88,0.04,-25.12,-0.05,-6870.46,-68.70
7130,Exit long,2026-03-26 07:37,TP,24091.5,1,48158,23.76,0.05,27.88,0.06,-3.12,-0.01,-6846.7,-68.47
7130,Entry long,2026-03-26 07:36,DCA L [C],24079,1,48158,23.76,0.05,27.88,0.06,-3.12,-0.01,-6846.7,-68.47
7131,Exit short,2026-03-26 08:06,TP,24119.5,1,48259.5,19.26,0.04,30.38,0.06,-13.62,-0.03,-6828.06,-68.28
7131,Entry short,2026-03-26 08:01,DCA S [C],24129.75,1,48259.5,19.26,0.04,30.38,0.06,-13.62,-0.03,-6828.06,-68.28
7132,Exit short,2026-03-26 08:06,TP,24119.5,1,48258.5,18.26,0.04,29.38,0.06,-10.12,-0.02,-6809.18,-68.09
7132,Entry short,2026-03-26 08:02,DCA S [C],24129.25,1,48258.5,18.26,0.04,29.38,0.06,-10.12,-0.02,-6809.18,-68.09
7133,Exit short,2026-03-26 08:15,TP,24133.75,1,48287.5,18.76,0.04,21.88,0.05,-4.62,-0.01,-6790.42,-67.90
7133,Entry short,2026-03-26 08:14,DCA S [C],24143.75,1,48287.5,18.76,0.04,21.88,0.05,-4.62,-0.01,-6790.42,-67.90
7134,Exit short,2026-03-26 08:21,TP,24142.5,1,48305,18.76,0.04,19.38,0.04,-6.62,-0.01,-6771.66,-67.72
7134,Entry short,2026-03-26 08:18,DCA S [C],24152.5,1,48305,18.76,0.04,19.38,0.04,-6.62,-0.01,-6771.66,-67.72
7135,Exit short,2026-03-26 08:31,TP,24106.75,1,48310,95.26,0.20,121.38,0.25,-3.62,-0.01,-6676.4,-66.76
7135,Entry short,2026-03-26 08:30,DCA S [C],24155,1,48310,95.26,0.20,121.38,0.25,-3.62,-0.01,-6676.4,-66.76
7136,Exit long,2026-03-26 08:44,TP,24131.25,1,48186.5,74.76,0.16,90.88,0.19,-55.12,-0.11,-6602.26,-66.02
7136,Entry long,2026-03-26 08:39,DCA L [C],24093.25,1,48186.5,74.76,0.16,90.88,0.19,-55.12,-0.11,-6602.26,-66.02
7137,Exit long,2026-03-26 08:44,TP,24131.25,1,48140.5,120.76,0.25,136.88,0.28,-9.12,-0.02,-6480.88,-64.81
7137,Entry long,2026-03-26 08:40,DCA L [C],24070.25,1,48140.5,120.76,0.25,136.88,0.28,-9.12,-0.02,-6480.88,-64.81
7138,Exit short,2026-03-26 08:59,TP,24158,1,48370,52.76,0.11,57.38,0.12,-97.12,-0.20,-6429.36,-64.29
7138,Entry short,2026-03-26 08:48,DCA S [C],24185,1,48370,52.76,0.11,57.38,0.12,-97.12,-0.20,-6429.36,-64.29
7139,Exit short,2026-03-26 08:59,TP,24158,1,48356.5,39.26,0.08,43.88,0.09,-110.62,-0.23,-6389.48,-63.89
7139,Entry short,2026-03-26 08:49,DCA S [C],24178.25,1,48356.5,39.26,0.08,43.88,0.09,-110.62,-0.23,-6389.48,-63.89
7140,Exit short,2026-03-26 08:59,TP,24158,1,48460.5,143.26,0.30,147.88,0.31,-5.12,-0.01,-6245.6,-62.46
7140,Entry short,2026-03-26 08:55,DCA S [C],24230.25,1,48460.5,143.26,0.30,147.88,0.31,-5.12,-0.01,-6245.6,-62.46
7141,Exit short,2026-03-26 09:09,TP,24179.25,1,48435,75.26,0.16,84.88,0.18,-10.62,-0.02,-6170.34,-61.70
7141,Entry short,2026-03-26 09:08,DCA S [C],24217.5,1,48435,75.26,0.16,84.88,0.18,-10.62,-0.02,-6170.34,-61.70
7142,Exit long,2026-03-26 09:39,TP,24177,1,48334,18.76,0.04,19.38,0.04,-19.12,-0.04,-6151.58,-61.52
7142,Entry long,2026-03-26 09:38,DCA L [C],24167,1,48334,18.76,0.04,19.38,0.04,-19.12,-0.04,-6151.58,-61.52
7143,Exit long,2026-03-26 09:53,$ STOP,24098.75,1,48351.5,-155.24,-0.32,0.88,0.00,-172.12,-0.36,-6308.06,-63.08
7143,Entry long,2026-03-26 09:42,DCA L [C],24175.75,1,48351.5,-155.24,-0.32,0.88,0.00,-172.12,-0.36,-6308.06,-63.08
7144,Exit long,2026-03-26 09:53,$ STOP,24098.75,1,48281,-84.74,-0.18,11.88,0.02,-101.62,-0.21,-6392.18,-63.92
7144,Entry long,2026-03-26 09:44,DCA L [C],24140.5,1,48281,-84.74,-0.18,11.88,0.02,-101.62,-0.21,-6392.18,-63.92
7145,Exit long,2026-03-26 09:53,$ STOP,24098.75,1,48224,-27.74,-0.06,26.38,0.05,-44.62,-0.09,-6419.3,-64.19
7145,Entry long,2026-03-26 09:50,DCA L [C],24112,1,48224,-27.74,-0.06,26.38,0.05,-44.62,-0.09,-6419.3,-64.19
7146,Exit long,2026-03-26 09:57,TP,24092.5,1,48140,43.76,0.09,71.88,0.15,-21.12,-0.04,-6375.54,-63.76
7146,Entry long,2026-03-26 09:56,DCA L [C],24070,1,48140,43.76,0.09,71.88,0.15,-21.12,-0.04,-6375.54,-63.76
7147,Exit long,2026-03-26 10:33,TP,24066,1,48112,18.76,0.04,19.38,0.04,-4.12,-0.01,-6356.78,-63.57
7147,Entry long,2026-03-26 10:32,DCA L [C],24056,1,48112,18.76,0.04,19.38,0.04,-4.12,-0.01,-6356.78,-63.57
7148,Exit short,2026-03-26 10:48,TP,24096.5,1,48215.5,21.26,0.04,39.88,0.08,-11.62,-0.02,-6335.52,-63.36
7148,Entry short,2026-03-26 10:47,DCA S [C],24107.75,1,48215.5,21.26,0.04,39.88,0.08,-11.62,-0.02,-6335.52,-63.36
7149,Exit long,2026-03-26 11:13,TP,24074.5,1,48119,28.76,0.06,29.88,0.06,-2.62,-0.01,-6306.76,-63.07
7149,Entry long,2026-03-26 11:12,DCA L [C],24059.5,1,48119,28.76,0.06,29.88,0.06,-2.62,-0.01,-6306.76,-63.07
7150,Exit long,2026-03-26 11:33,$ STOP,23986.75,1,48094.5,-122.24,-0.25,45.88,0.10,-138.12,-0.29,-6430.24,-64.30
7150,Entry long,2026-03-26 11:17,DCA L [C],24047.25,1,48094.5,-122.24,-0.25,45.88,0.10,-138.12,-0.29,-6430.24,-64.30
7151,Exit long,2026-03-26 11:33,$ STOP,23986.75,1,48072,-99.74,-0.21,68.38,0.14,-115.62,-0.24,-6529.36,-65.29
7151,Entry long,2026-03-26 11:18,DCA L [C],24036,1,48072,-99.74,-0.21,68.38,0.14,-115.62,-0.24,-6529.36,-65.29
7152,Exit long,2026-03-26 11:33,$ STOP,23986.75,1,48039,-66.74,-0.14,0.38,0.00,-82.62,-0.17,-6595.48,-65.95
7152,Entry long,2026-03-26 11:27,DCA L [C],24019.5,1,48039,-66.74,-0.14,0.38,0.00,-82.62,-0.17,-6595.48,-65.95
7153,Exit long,2026-03-26 11:52,TP,23992.25,1,47964.5,18.76,0.04,19.38,0.04,-23.12,-0.05,-6576.72,-65.77
7153,Entry long,2026-03-26 11:50,DCA L [C],23982.25,1,47964.5,18.76,0.04,19.38,0.04,-23.12,-0.05,-6576.72,-65.77
7154,Exit short,2026-03-26 12:06,TP,23995.75,1,48024,31.26,0.07,54.88,0.11,-13.62,-0.03,-6546.08,-65.46
7154,Entry short,2026-03-26 12:01,DCA S [C],24012,1,48024,31.26,0.07,54.88,0.11,-13.62,-0.03,-6546.08,-65.46
7155,Exit short,2026-03-26 12:06,TP,23995.75,1,48012,19.26,0.04,42.88,0.09,-4.12,-0.01,-6526.2,-65.26
7155,Entry short,2026-03-26 12:02,DCA S [C],24006,1,48012,19.26,0.04,42.88,0.09,-4.12,-0.01,-6526.2,-65.26
7156,Exit long,2026-03-26 12:16,TP,23978.25,1,47936.5,18.76,0.04,19.38,0.04,-7.62,-0.02,-6507.44,-65.07
7156,Entry long,2026-03-26 12:15,DCA L [C],23968.25,1,47936.5,18.76,0.04,19.38,0.04,-7.62,-0.02,-6507.44,-65.07
7157,Exit long,2026-03-26 12:30,TP,23962,1,47906.5,16.26,0.03,16.88,0.04,-42.62,-0.09,-6491.8,-64.92
7157,Entry long,2026-03-26 12:22,DCA L [C],23953.25,1,47906.5,16.26,0.03,16.88,0.04,-42.62,-0.09,-6491.8,-64.92
7158,Exit long,2026-03-26 12:30,TP,23962,1,47901,21.76,0.05,22.38,0.05,-37.12,-0.08,-6469.42,-64.69
7158,Entry long,2026-03-26 12:23,DCA L [C],23950.5,1,47901,21.76,0.05,22.38,0.05,-37.12,-0.08,-6469.42,-64.69
7159,Exit long,2026-03-26 12:56,$ STOP,23871,1,47868,-127.24,-0.27,0.38,0.00,-126.62,-0.26,-6597.28,-65.97
7159,Entry long,2026-03-26 12:43,DCA L [C],23934,1,47868,-127.24,-0.27,0.38,0.00,-126.62,-0.26,-6597.28,-65.97
7160,Exit long,2026-03-26 12:56,$ STOP,23871,1,47845.5,-104.74,-0.22,9.88,0.02,-104.12,-0.22,-6701.4,-67.01
7160,Entry long,2026-03-26 12:44,DCA L [C],23922.75,1,47845.5,-104.74,-0.22,9.88,0.02,-104.12,-0.22,-6701.4,-67.01
7161,Exit long,2026-03-26 14:15,TP,23857.25,1,47701.5,11.76,0.02,12.38,0.03,-56.12,-0.12,-6690.26,-66.90
7161,Entry long,2026-03-26 14:07,DCA L [C],23850.75,1,47701.5,11.76,0.02,12.38,0.03,-56.12,-0.12,-6690.26,-66.90
7162,Exit long,2026-03-26 14:15,TP,23857.25,1,47687,26.26,0.06,26.88,0.06,-41.62,-0.09,-6663.38,-66.63
7162,Entry long,2026-03-26 14:08,DCA L [C],23843.5,1,47687,26.26,0.06,26.88,0.06,-41.62,-0.09,-6663.38,-66.63
7163,Exit long,2026-03-26 14:28,TP,23833.5,1,47647,18.76,0.04,19.38,0.04,-2.62,-0.01,-6644.62,-66.45
7163,Entry long,2026-03-26 14:26,DCA L [C],23823.5,1,47647,18.76,0.04,19.38,0.04,-2.62,-0.01,-6644.62,-66.45
7164,Exit long,2026-03-26 14:35,TP,23828.75,1,47637.5,18.76,0.04,19.38,0.04,-17.12,-0.04,-6625.86,-66.26
7164,Entry long,2026-03-26 14:32,DCA L [C],23818.75,1,47637.5,18.76,0.04,19.38,0.04,-17.12,-0.04,-6625.86,-66.26
7165,Exit long,2026-03-26 14:50,TP,23820.5,1,47627.5,12.26,0.03,12.88,0.03,-30.12,-0.06,-6614.22,-66.14
7165,Entry long,2026-03-26 14:45,DCA L [C],23813.75,1,47627.5,12.26,0.03,12.88,0.03,-30.12,-0.06,-6614.22,-66.14
7166,Exit long,2026-03-26 14:50,TP,23820.5,1,47614,25.76,0.05,26.38,0.06,-16.62,-0.03,-6587.84,-65.88
7166,Entry long,2026-03-26 14:46,DCA L [C],23807,1,47614,25.76,0.05,26.38,0.06,-16.62,-0.03,-6587.84,-65.88
7167,Exit long,2026-03-26 14:59,TP,23798.75,1,47589.5,6.76,0.01,17.88,0.04,-40.12,-0.08,-6581.7,-65.82
7167,Entry long,2026-03-26 14:54,DCA L [C],23794.75,1,47589.5,6.76,0.01,17.88,0.04,-40.12,-0.08,-6581.7,-65.82
7168,Exit long,2026-03-26 14:59,TP,23798.75,1,47565,31.26,0.07,42.38,0.09,-15.62,-0.03,-6549.82,-65.50
7168,Entry long,2026-03-26 14:55,DCA L [C],23782.5,1,47565,31.26,0.07,42.38,0.09,-15.62,-0.03,-6549.82,-65.50
7169,Exit long,2026-03-26 15:05,TP,23779.5,1,47539,18.76,0.04,19.38,0.04,-2.62,-0.01,-6531.06,-65.31
7169,Entry long,2026-03-26 15:04,DCA L [C],23769.5,1,47539,18.76,0.04,19.38,0.04,-2.62,-0.01,-6531.06,-65.31
7170,Exit long,2026-03-27 01:10,TP,23931.75,1,47843.5,18.76,0.04,19.38,0.04,-22.62,-0.05,-6512.3,-65.12
7170,Entry long,2026-03-27 01:01,DCA L [C],23921.75,1,47843.5,18.76,0.04,19.38,0.04,-22.62,-0.05,-6512.3,-65.12
7171,Exit short,2026-03-27 01:31,TP,23930.5,1,47881,18.76,0.04,19.38,0.04,-29.62,-0.06,-6493.54,-64.94
7171,Entry short,2026-03-27 01:17,DCA S [C],23940.5,1,47881,18.76,0.04,19.38,0.04,-29.62,-0.06,-6493.54,-64.94
7172,Exit long,2026-03-27 02:27,$ STOP,23865.25,1,47842.5,-113.24,-0.24,15.38,0.03,-115.12,-0.24,-6608.02,-66.08
7172,Entry long,2026-03-27 01:39,DCA L [C],23921.25,1,47842.5,-113.24,-0.24,15.38,0.03,-115.12,-0.24,-6608.02,-66.08
7173,Exit long,2026-03-27 02:27,$ STOP,23865.25,1,47817,-87.74,-0.18,4.38,0.01,-89.62,-0.19,-6695.14,-66.95
7173,Entry long,2026-03-27 01:48,DCA L [C],23908.5,1,47817,-87.74,-0.18,4.38,0.01,-89.62,-0.19,-6695.14,-66.95
7174,Exit long,2026-03-27 02:27,$ STOP,23865.25,1,47774.5,-45.24,-0.09,20.38,0.04,-47.12,-0.10,-6739.76,-67.40
7174,Entry long,2026-03-27 02:07,DCA L [C],23887.25,1,47774.5,-45.24,-0.09,20.38,0.04,-47.12,-0.10,-6739.76,-67.40
7175,Exit short,2026-03-27 02:53,TP,23866.5,1,47783,48.76,0.10,56.38,0.12,-6.12,-0.01,-6691.62,-66.92
7175,Entry short,2026-03-27 02:48,DCA S [C],23891.5,1,47783,48.76,0.10,56.38,0.12,-6.12,-0.01,-6691.62,-66.92
7176,Exit short,2026-03-27 02:53,TP,23866.5,1,47767,32.76,0.07,40.38,0.08,-17.12,-0.04,-6658.24,-66.58
7176,Entry short,2026-03-27 02:49,DCA S [C],23883.5,1,47767,32.76,0.07,40.38,0.08,-17.12,-0.04,-6658.24,-66.58
7177,Exit short,2026-03-27 03:03,TP,23855.5,1,47731,18.76,0.04,28.38,0.06,-17.62,-0.04,-6639.48,-66.39
7177,Entry short,2026-03-27 03:02,DCA S [C],23865.5,1,47731,18.76,0.04,28.38,0.06,-17.62,-0.04,-6639.48,-66.39
7178,Exit long,2026-03-27 03:29,$ STOP,23796.25,1,47687.5,-96.24,-0.20,23.38,0.05,-101.62,-0.21,-6737.58,-67.38
7178,Entry long,2026-03-27 03:06,DCA L [C],23843.75,1,47687.5,-96.24,-0.20,23.38,0.05,-101.62,-0.21,-6737.58,-67.38
7179,Exit long,2026-03-27 03:29,$ STOP,23796.25,1,47670.5,-79.24,-0.17,21.38,0.04,-84.62,-0.18,-6816.2,-68.16
7179,Entry long,2026-03-27 03:08,DCA L [C],23835.25,1,47670.5,-79.24,-0.17,21.38,0.04,-84.62,-0.18,-6816.2,-68.16
7180,Exit long,2026-03-27 03:29,$ STOP,23796.25,1,47628.5,-37.24,-0.08,54.88,0.12,-42.62,-0.09,-6852.82,-68.53
7180,Entry long,2026-03-27 03:18,DCA L [C],23814.25,1,47628.5,-37.24,-0.08,54.88,0.12,-42.62,-0.09,-6852.82,-68.53
7181,Exit long,2026-03-27 03:29,$ STOP,23796.25,1,47609,-17.74,-0.04,0,0.00,-23.12,-0.05,-6869.94,-68.70
7181,Entry long,2026-03-27 03:28,DCA L [C],23804.5,1,47609,-17.74,-0.04,0,0.00,-23.12,-0.05,-6869.94,-68.70
7182,Exit long,2026-03-27 03:45,TP,23801.25,1,47578.5,22.76,0.05,23.38,0.05,-31.12,-0.07,-6847.8,-68.48
7182,Entry long,2026-03-27 03:36,DCA L [C],23789.25,1,47578.5,22.76,0.05,23.38,0.05,-31.12,-0.07,-6847.8,-68.48
7183,Exit long,2026-03-27 03:45,TP,23801.25,1,47586.5,14.76,0.03,15.38,0.03,-36.62,-0.08,-6832.42,-68.32
7183,Entry long,2026-03-27 03:37,DCA L [C],23793.25,1,47586.5,14.76,0.03,15.38,0.03,-36.62,-0.08,-6832.42,-68.32
7184,Exit long,2026-03-27 04:01,TP,23786.75,1,47560.5,11.76,0.02,13.88,0.03,-20.62,-0.04,-6821.28,-68.21
7184,Entry long,2026-03-27 03:54,DCA L [C],23780.25,1,47560.5,11.76,0.02,13.88,0.03,-20.62,-0.04,-6821.28,-68.21
7185,Exit long,2026-03-27 04:01,TP,23786.75,1,47546,26.26,0.06,28.38,0.06,-5.12,-0.01,-6794.4,-67.94
7185,Entry long,2026-03-27 03:57,DCA L [C],23773,1,47546,26.26,0.06,28.38,0.06,-5.12,-0.01,-6794.4,-67.94
7186,Exit long,2026-03-27 04:18,TP,23755.5,1,47512,-2.24,0.00,8.88,0.02,-93.12,-0.20,-6797.88,-67.98
7186,Entry long,2026-03-27 04:05,DCA L [C],23756,1,47512,-2.24,0.00,8.88,0.02,-93.12,-0.20,-6797.88,-67.98
7187,Exit long,2026-03-27 04:18,TP,23755.5,1,47504.5,5.26,0.01,11.38,0.02,-85.62,-0.18,-6792,-67.92
7187,Entry long,2026-03-27 04:06,DCA L [C],23752.25,1,47504.5,5.26,0.01,11.38,0.02,-85.62,-0.18,-6792,-67.92
7188,Exit long,2026-03-27 04:18,TP,23755.5,1,47455.5,54.26,0.11,60.38,0.13,-3.12,-0.01,-6737.12,-67.37
7188,Entry long,2026-03-27 04:12,DCA L [C],23727.75,1,47455.5,54.26,0.11,60.38,0.13,-3.12,-0.01,-6737.12,-67.37
7189,Exit short,2026-03-27 04:37,TP,23782.25,1,47589,23.26,0.05,31.88,0.07,-38.62,-0.08,-6714.48,-67.14
7189,Entry short,2026-03-27 04:27,DCA S [C],23794.5,1,47589,23.26,0.05,31.88,0.07,-38.62,-0.08,-6714.48,-67.14
7190,Exit short,2026-03-27 04:37,TP,23782.25,1,47580,14.26,0.03,22.88,0.05,-47.62,-0.10,-6699.6,-67.00
7190,Entry short,2026-03-27 04:28,DCA S [C],23790,1,47580,14.26,0.03,22.88,0.05,-47.62,-0.10,-6699.6,-67.00
7191,Exit long,2026-03-27 05:07,TP,23758.75,1,47511,5.26,0.01,11.38,0.02,-67.62,-0.14,-6695.58,-66.96
7191,Entry long,2026-03-27 04:49,DCA L [C],23755.5,1,47511,5.26,0.01,11.38,0.02,-67.62,-0.14,-6695.58,-66.96
7192,Exit long,2026-03-27 05:07,TP,23758.75,1,47500.5,15.76,0.03,21.88,0.05,-57.12,-0.12,-6679.2,-66.79
7192,Entry long,2026-03-27 04:50,DCA L [C],23750.25,1,47500.5,15.76,0.03,21.88,0.05,-57.12,-0.12,-6679.2,-66.79
7193,Exit long,2026-03-27 05:07,TP,23758.75,1,47480.5,35.76,0.08,36.38,0.08,-37.12,-0.08,-6642.82,-66.43
7193,Entry long,2026-03-27 05:00,DCA L [C],23740.25,1,47480.5,35.76,0.08,36.38,0.08,-37.12,-0.08,-6642.82,-66.43
7194,Exit long,2026-03-27 05:24,TP,23738,1,47456,18.76,0.04,19.38,0.04,-4.62,-0.01,-6624.06,-66.24
7194,Entry long,2026-03-27 05:23,DCA L [C],23728,1,47456,18.76,0.04,19.38,0.04,-4.62,-0.01,-6624.06,-66.24
7195,Exit long,2026-03-27 05:51,$ STOP,23670.5,1,47449,-109.24,-0.23,4.38,0.01,-112.12,-0.24,-6735.16,-67.35
7195,Entry long,2026-03-27 05:33,DCA L [C],23724.5,1,47449,-109.24,-0.23,4.38,0.01,-112.12,-0.24,-6735.16,-67.35
7196,Exit long,2026-03-27 05:51,$ STOP,23670.5,1,47431.5,-91.74,-0.19,21.88,0.05,-94.62,-0.20,-6826.28,-68.26
7196,Entry long,2026-03-27 05:34,DCA L [C],23715.75,1,47431.5,-91.74,-0.19,21.88,0.05,-94.62,-0.20,-6826.28,-68.26
7197,Exit long,2026-03-27 05:51,$ STOP,23670.5,1,47380,-40.24,-0.08,17.38,0.04,-43.12,-0.09,-6865.9,-68.66
7197,Entry long,2026-03-27 05:40,DCA L [C],23690,1,47380,-40.24,-0.08,17.38,0.04,-43.12,-0.09,-6865.9,-68.66
7198,Exit long,2026-03-27 05:51,$ STOP,23670.5,1,47355.5,-15.74,-0.03,4.88,0.01,-18.62,-0.04,-6881.02,-68.81
7198,Entry long,2026-03-27 05:49,DCA L [C],23677.75,1,47355.5,-15.74,-0.03,4.88,0.01,-18.62,-0.04,-6881.02,-68.81
7199,Exit short,2026-03-27 06:32,TP,23644.5,1,47309,18.76,0.04,22.38,0.05,-4.62,-0.01,-6862.26,-68.62
7199,Entry short,2026-03-27 06:31,DCA S [C],23654.5,1,47309,18.76,0.04,22.38,0.05,-4.62,-0.01,-6862.26,-68.62
7200,Exit short,2026-03-27 07:01,TP,23651.5,1,47311,6.76,0.01,7.38,0.02,-68.12,-0.14,-6856.74,-68.57
7200,Entry short,2026-03-27 06:44,DCA S [C],23655.5,1,47311,6.76,0.01,7.38,0.02,-68.12,-0.14,-6856.74,-68.57
7201,Exit short,2026-03-27 07:01,TP,23651.5,1,47312.5,8.26,0.02,8.88,0.02,-66.62,-0.14,-6847.86,-68.48
7201,Entry short,2026-03-27 06:45,DCA S [C],23656.25,1,47312.5,8.26,0.02,8.88,0.02,-66.62,-0.14,-6847.86,-68.48
7202,Exit short,2026-03-27 07:01,TP,23651.5,1,47346,41.76,0.09,42.38,0.09,-33.12,-0.07,-6805.48,-68.05
7202,Entry short,2026-03-27 06:51,DCA S [C],23673,1,47346,41.76,0.09,42.38,0.09,-33.12,-0.07,-6805.48,-68.05
7203,Exit long,2026-03-27 07:17,TP,23647.75,1,47286.5,7.76,0.02,8.38,0.02,-67.12,-0.14,-6798.34,-67.98
7203,Entry long,2026-03-27 07:05,DCA L [C],23643.25,1,47286.5,7.76,0.02,8.38,0.02,-67.12,-0.14,-6798.34,-67.98
7204,Exit long,2026-03-27 07:17,TP,23647.75,1,47264,30.26,0.06,30.88,0.07,-44.62,-0.09,-6767.46,-67.67
7204,Entry long,2026-03-27 07:06,DCA L [C],23632,1,47264,30.26,0.06,30.88,0.07,-44.62,-0.09,-6767.46,-67.67
7205,Exit long,2026-03-27 07:54,TP,23624.75,1,47218,30.26,0.06,50.38,0.11,-25.12,-0.05,-6737.82,-67.38
7205,Entry long,2026-03-27 07:49,DCA L [C],23609,1,47218,30.26,0.06,50.38,0.11,-25.12,-0.05,-6737.82,-67.38
7206,Exit long,2026-03-27 07:54,TP,23624.75,1,47210,38.26,0.08,58.38,0.12,-15.62,-0.03,-6698.94,-66.99
7206,Entry long,2026-03-27 07:50,DCA L [C],23605,1,47210,38.26,0.08,58.38,0.12,-15.62,-0.03,-6698.94,-66.99
7207,Exit long,2026-03-27 08:16,TP,23607.5,1,47204,9.76,0.02,16.38,0.03,-54.12,-0.11,-6690.42,-66.90
7207,Entry long,2026-03-27 08:01,DCA L [C],23602,1,47204,9.76,0.02,16.38,0.03,-54.12,-0.11,-6690.42,-66.90
7208,Exit long,2026-03-27 08:16,TP,23607.5,1,47192.5,21.26,0.05,26.38,0.06,-42.62,-0.09,-6668.54,-66.69
7208,Entry long,2026-03-27 08:04,DCA L [C],23596.25,1,47192.5,21.26,0.05,26.38,0.06,-42.62,-0.09,-6668.54,-66.69
7209,Exit long,2026-03-27 08:16,TP,23607.5,1,47188.5,25.26,0.05,25.88,0.05,-38.62,-0.08,-6642.66,-66.43
7209,Entry long,2026-03-27 08:10,DCA L [C],23594.25,1,47188.5,25.26,0.05,25.88,0.05,-38.62,-0.08,-6642.66,-66.43
7210,Exit short,2026-03-27 08:23,TP,23622,1,47264,18.76,0.04,19.38,0.04,-6.62,-0.01,-6623.9,-66.24
7210,Entry short,2026-03-27 08:22,DCA S [C],23632,1,47264,18.76,0.04,19.38,0.04,-6.62,-0.01,-6623.9,-66.24
7211,Exit short,2026-03-27 08:34,TP,23580.5,1,47280.5,118.26,0.25,118.88,0.25,-48.62,-0.10,-6506.26,-65.06
7211,Entry short,2026-03-27 08:26,DCA S [C],23640.25,1,47280.5,118.26,0.25,118.88,0.25,-48.62,-0.10,-6506.26,-65.06
7212,Exit short,2026-03-27 08:34,TP,23580.5,1,47306,143.76,0.30,144.38,0.31,-23.12,-0.05,-6361.88,-63.62
7212,Entry short,2026-03-27 08:30,DCA S [C],23653,1,47306,143.76,0.30,144.38,0.31,-23.12,-0.05,-6361.88,-63.62
7213,Exit long,2026-03-27 08:38,TP,23586.75,1,47095.5,76.76,0.16,95.38,0.20,-4.12,-0.01,-6285.12,-62.85
7213,Entry long,2026-03-27 08:37,DCA L [C],23547.75,1,47095.5,76.76,0.16,95.38,0.20,-4.12,-0.01,-6285.12,-62.85
7214,Exit long,2026-03-27 09:12,TP,23532.5,1,47072.5,-8.74,-0.02,10.88,0.02,-185.12,-0.39,-6294.48,-62.94
7214,Entry long,2026-03-27 08:54,DCA L [C],23536.25,1,47072.5,-8.74,-0.02,10.88,0.02,-185.12,-0.39,-6294.48,-62.94
7215,Exit long,2026-03-27 09:12,TP,23532.5,1,47017,46.76,0.10,47.38,0.10,-129.62,-0.28,-6247.1,-62.47
7215,Entry long,2026-03-27 08:56,DCA L [C],23508.5,1,47017,46.76,0.10,47.38,0.10,-129.62,-0.28,-6247.1,-62.47
7216,Exit long,2026-03-27 09:32,TP,23504.25,1,46967.5,39.76,0.08,46.88,0.10,-7.12,-0.02,-6207.34,-62.07
7216,Entry long,2026-03-27 09:31,DCA L [C],23483.75,1,46967.5,39.76,0.08,46.88,0.10,-7.12,-0.02,-6207.34,-62.07
7217,Exit long,2026-03-27 09:40,TP,23471,1,46922,18.76,0.04,19.38,0.04,-16.62,-0.04,-6188.58,-61.89
7217,Entry long,2026-03-27 09:39,DCA L [C],23461,1,46922,18.76,0.04,19.38,0.04,-16.62,-0.04,-6188.58,-61.89
7218,Exit long,2026-03-27 09:48,TP,23486.75,1,46924,48.26,0.10,56.38,0.12,-4.62,-0.01,-6140.32,-61.40
7218,Entry long,2026-03-27 09:47,DCA L [C],23462,1,46924,48.26,0.10,56.38,0.12,-4.62,-0.01,-6140.32,-61.40
7219,Exit short,2026-03-27 10:06,TP,23522.5,1,47065,18.76,0.04,19.38,0.04,-44.12,-0.09,-6121.56,-61.22
7219,Entry short,2026-03-27 10:05,DCA S [C],23532.5,1,47065,18.76,0.04,19.38,0.04,-44.12,-0.09,-6121.56,-61.22
7220,Exit long,2026-03-27 10:19,TP,23478.25,1,46936.5,18.76,0.04,22.38,0.05,-3.12,-0.01,-6102.8,-61.03
7220,Entry long,2026-03-27 10:18,DCA L [C],23468.25,1,46936.5,18.76,0.04,22.38,0.05,-3.12,-0.01,-6102.8,-61.03
7221,Exit long,2026-03-27 10:23,TP,23483.25,1,46946.5,18.76,0.04,28.88,0.06,-10.12,-0.02,-6084.04,-60.84
7221,Entry long,2026-03-27 10:22,DCA L [C],23473.25,1,46946.5,18.76,0.04,28.88,0.06,-10.12,-0.02,-6084.04,-60.84
7222,Exit short,2026-03-27 10:42,TP,23527.25,1,47150,94.26,0.20,110.88,0.24,-72.62,-0.15,-5991.02,-59.91
7222,Entry short,2026-03-27 10:31,DCA S [C],23575,1,47150,94.26,0.20,110.88,0.24,-72.62,-0.15,-5991.02,-59.91
7223,Exit short,2026-03-27 10:42,TP,23527.25,1,47180,124.26,0.26,140.88,0.30,-42.62,-0.09,-5866.14,-58.66
7223,Entry short,2026-03-27 10:32,DCA S [C],23590,1,47180,124.26,0.26,140.88,0.30,-42.62,-0.09,-5866.14,-58.66
